,evType,STATE,Reports,totalPropertyDamage,totalCropDamage,meanPropertyDamage,meanCropDamage,Injuries,meanInjuries,Fatalities,meanFatalities
46,blizzard,MN,179,25.735,0,0.14377094972067,0,14,78.2122905027933,6,33.5195530726257
47,blizzard,MO,27,0,0,0,0,0,0,0,0
48,blizzard,MT,171,1.85,0,0.0108187134502924,0,7,40.9356725146199,3,17.5438596491228
49,blizzard,NC,5,0,0,0,0,0,0,0,0
50,blizzard,ND,146,224.558,0,1.53806849315068,0,97,664.383561643836,8,54.7945205479452
51,blizzard,NE,120,16.508,0.05,0.137566666666667,0.000416666666666667,5,41.6666666666667,1,8.33333333333333
52,blizzard,NH,1,0,0,0,0,0,0,0,0
53,blizzard,NJ,15,18.8,0,1.25333333333333,0,0,0,3,200
54,blizzard,NM,9,0,0,0,0,0,0,0,0
55,blizzard,NV,4,0,0,0,0,0,0,0,0
56,blizzard,NY,26,2.5,0,0.0961538461538461,0,0,0,0,0
57,blizzard,OH,5,0,0,0,0,0,0,0,0
58,blizzard,OK,25,9.58,7,0.3832,0.28,0,0,1,40
59,blizzard,OR,20,0.2,0,0.01,0,0,0,0,0
60,blizzard,PA,4,18.97,0,4.7425,0,0,0,7,1750
61,blizzard,RI,2,0.01,0,0.005,0,0,0,0,0
62,blizzard,SD,275,71.48492,0,0.259945163636364,0,28,101.818181818182,6,21.8181818181818
63,blizzard,TX,12,0.5,0,0.0416666666666667,0,0,0,0,0
64,blizzard,UT,11,40,0,3.63636363636364,0,50,4545.45454545455,3,272.727272727273
65,blizzard,VA,8,0.35,0,0.04375,0,1,125,1,125
66,blizzard,VT,1,0,0,0,0,0,0,0,0
67,blizzard,WA,15,0.016,0,0.00106666666666667,0,1,66.6666666666667,3,200
68,blizzard,WI,36,0.011,0,0.000305555555555556,0,5,138.888888888889,1,27.7777777777778
69,blizzard,WV,8,0,0,0,0,0,0,0,0
70,blizzard,WY,90,7.487,0.01,0.0831888888888889,0.000111111111111111,0,0,1,11.1111111111111
71,coastal flood,AK,26,25.84206,0,0.993925384615385,0,0,0,3,115.384615384615
72,coastal flood,AL,11,0.068,0,0.00618181818181818,0,0,0,0,0
73,coastal flood,CA,23,1.285,0,0.0558695652173913,0,1,43.4782608695652,0,0
74,coastal flood,CT,17,0,0,0,0,0,0,2,117.647058823529
75,coastal flood,DC,11,0,0,0,0,0,0,0,0
76,coastal flood,DE,80,46.1,0,0.57625,0,5,62.5,0,0
77,coastal flood,FL,39,4.631,0,0.11874358974359,0,0,0,0,0
78,coastal flood,GA,9,0.04,0,0.00444444444444444,0,0,0,0,0
79,coastal flood,IN,1,0.005,0,0.005,0,0,0,0,0
80,coastal flood,LA,18,5.746,0,0.319222222222222,0,0,0,0,0
81,coastal flood,MA,51,17.979,0,0.352529411764706,0,0,0,0,0
82,coastal flood,MD,38,3.93,0,0.103421052631579,0,1,26.3157894736842,0,0
83,coastal flood,ME,35,17.07,0,0.487714285714286,0,1,28.5714285714286,0,0
84,coastal flood,MS,8,0,0,0,0,0,0,0,0
85,coastal flood,NC,34,13.035,0,0.383382352941176,0,0,0,0,0
86,coastal flood,NH,24,5.3045,0,0.221020833333333,0,0,0,0,0
87,coastal flood,NJ,223,57.93,0,0.259775784753363,0,1,4.48430493273543,0,0
88,coastal flood,NY,78,45.251,0,0.580141025641026,0,1,12.8205128205128,2,25.6410256410256
89,coastal flood,OR,2,18.3,0,9.15,0,0,0,0,0
90,coastal flood,PA,52,0.3,0,0.00576923076923077,0,0,0,0,0
91,coastal flood,PR,27,0.345,0,0.0127777777777778,0,0,0,3,111.111111111111
92,coastal flood,RI,11,0.024,0,0.00218181818181818,0,0,0,0,0
93,coastal flood,SC,29,0.075,0,0.00258620689655172,0,0,0,0,0
94,coastal flood,TX,16,22.685,0,1.4178125,0,0,0,0,0
95,coastal flood,VA,25,125.008,0,5.00032,0,0,0,0,0
96,coastal flood,VI,1,0,0,0,0,0,0,0,0
97,coastal flood,WA,7,5.74,0,0.82,0,0,0,0,0
98,cold/wind chill,AK,134,0,0,0,0,0,0,1,7.46268656716418
99,cold/wind chill,AL,20,0,0,0,0,0,0,0,0
100,cold/wind chill,AR,5,0.7,0,0.14,0,0,0,2,400
101,cold/wind chill,AZ,11,1.18,0,0.107272727272727,0,1,90.9090909090909,2,181.818181818182
102,cold/wind chill,CA,41,0,0,0,0,18,439.024390243902,4,97.5609756097561
103,cold/wind chill,CO,24,0.1,0,0.00416666666666667,0,0,0,0,0
104,cold/wind chill,CT,9,0,0,0,0,0,0,0,0
105,cold/wind chill,DC,4,0,0,0,0,0,0,0,0
106,cold/wind chill,DE,15,0,0,0,0,1,66.6666666666667,1,66.6666666666667
107,cold/wind chill,FL,28,0,17.05,0,0.608928571428571,1,35.7142857142857,4,142.857142857143
108,cold/wind chill,GA,5,0,0,0,0,0,0,0,0
109,cold/wind chill,IA,118,0.75,0,0.00635593220338983,0,0,0,1,8.47457627118644
110,cold/wind chill,ID,25,0,0,0,0,0,0,0,0
111,cold/wind chill,IL,118,0,0,0,0,6,50.8474576271187,117,991.525423728814
112,cold/wind chill,IN,15,0,0,0,0,0,0,7,466.666666666667
113,cold/wind chill,KS,21,0.004,0.5,0.00019047619047619,0.0238095238095238,0,0,1,47.6190476190476
114,cold/wind chill,KY,10,0.033,0,0.0033,0,1,100,1,100
115,cold/wind chill,LA,5,0.4,0.1,0.08,0.02,0,0,2,400
116,cold/wind chill,MA,6,0,0,0,0,0,0,1,166.666666666667
117,cold/wind chill,MD,29,0,0,0,0,0,0,1,34.4827586206897
118,cold/wind chill,ME,57,0,0,0,0,0,0,0,0
119,cold/wind chill,MI,52,0.525,0,0.0100961538461538,0,10,192.307692307692,4,76.9230769230769
120,cold/wind chill,MN,138,0.505,0,0.00365942028985507,0,0,0,7,50.7246376811594
121,cold/wind chill,MO,13,0,0,0,0,0,0,0,0
122,cold/wind chill,MS,4,0.5,0,0.125,0,0,0,3,750
123,cold/wind chill,MT,150,0,0,0,0,0,0,4,26.6666666666667
124,cold/wind chill,NC,6,0,0,0,0,0,0,3,500
125,cold/wind chill,ND,125,0.36,0,0.00288,0,2,16,8,64
126,cold/wind chill,NE,155,0,0,0,0,2,12.9032258064516,2,12.9032258064516
127,cold/wind chill,NH,22,0,0,0,0,0,0,0,0
128,cold/wind chill,NJ,25,0,0,0,0,7,280,7,280
129,cold/wind chill,NM,23,0.925,0,0.0402173913043478,0,0,0,4,173.913043478261
130,cold/wind chill,NV,5,0,0,0,0,0,0,3,600
131,cold/wind chill,NY,52,0.42,0,0.00807692307692308,0,0,0,11,211.538461538462
132,cold/wind chill,OH,10,0.016,0,0.0016,0,0,0,3,300
133,cold/wind chill,OK,7,0.1,0,0.0142857142857143,0,0,0,1,142.857142857143
134,cold/wind chill,OR,8,0,0,0,0,0,0,1,125
135,cold/wind chill,PA,54,0.105,0,0.00194444444444444,0,1,18.5185185185185,13,240.740740740741
136,cold/wind chill,SC,12,0,0,0,0,1,83.3333333333333,13,1083.33333333333
137,cold/wind chill,SD,72,0,0,0,0,2,27.7777777777778,3,41.6666666666667
138,cold/wind chill,TN,8,0,0,0,0,0,0,6,750
139,cold/wind chill,TX,27,5.175,0,0.191666666666667,0,0,0,3,111.111111111111
140,cold/wind chill,UT,6,0,0,0,0,0,0,0,0
141,cold/wind chill,VA,18,0.02,0,0.00111111111111111,0,0,0,0,0
142,cold/wind chill,VT,25,0.1,0,0.004,0,0,0,0,0
143,cold/wind chill,WA,9,0,0,0,0,0,0,0,0
144,cold/wind chill,WI,76,0.004,0,5.26315789473684e-05,0,0,0,10,131.578947368421
145,cold/wind chill,WV,27,0.025,0,0.000925925925925926,0,0,0,1,37.037037037037
146,cold/wind chill,WY,15,0,0,0,0,0,0,0,0
147,debris flow,AK,3,2.001,0,0.667,0,0,0,0,0
148,debris flow,AL,6,0.129,0,0.0215,0,0,0,0,0
149,debris flow,AR,3,0.075,0,0.025,0,0,0,0,0
150,debris flow,AS,3,0.075,0,0.025,0,0,0,0,0
151,debris flow,AZ,12,0.01,0,0.000833333333333333,0,0,0,0,0
152,debris flow,CA,86,222.8535,20,2.59131976744186,0.232558139534884,15,174.418604651163,26,302.325581395349
153,debris flow,CO,70,2.9815,0,0.0425928571428571,0,14,200,4,57.1428571428571
154,debris flow,GA,2,0.1,0,0.05,0,0,0,0,0
155,debris flow,GU,2,0.201,0,0.1005,0,0,0,0,0
156,debris flow,ID,13,0.6051,0,0.0465461538461538,0,0,0,0,0
157,debris flow,IL,2,0.05,0,0.025,0,0,0,0,0
158,debris flow,KY,12,0,0,0,0,0,0,0,0
159,debris flow,MA,1,0,0,0,0,0,0,0,0
160,debris flow,MN,1,0,0,0,0,0,0,0,0
161,debris flow,MT,3,0,0,0,0,2,666.666666666667,0,0
162,debris flow,NC,25,30.736,0,1.22944,0,11,440,4,160
163,debris flow,NH,1,0,0,0,0,0,0,0,0
164,debris flow,NJ,1,0,0,0,0,0,0,0,0
165,debris flow,NM,1,0,0,0,0,0,0,0,0
166,debris flow,NV,2,0.021,0,0.0105,0,0,0,0,0
167,debris flow,NY,6,1.626,0,0.271,0,0,0,0,0
168,debris flow,OH,1,0.002,0,0.002,0,0,0,0,0
169,debris flow,OR,28,2.056,0,0.0734285714285714,0,7,250,1,35.7142857142857
170,debris flow,PA,3,0.065,0,0.0216666666666667,0,0,0,0,0
171,debris flow,PR,255,5.1815,0,0.0203196078431373,0,4,15.6862745098039,3,11.7647058823529
172,debris flow,SC,1,0,0,0,0,0,0,0,0
173,debris flow,TX,2,0,0,0,0,0,0,0,0
174,debris flow,UT,10,12.0655,0,1.20655,0,0,0,0,0
175,debris flow,VA,4,0.16,0,0.04,0,0,0,0,0
176,debris flow,WA,52,43.732,0.017,0.841,0.000326923076923077,2,38.4615384615385,5,96.1538461538462
177,debris flow,WV,2,0.105,0,0.0525,0,0,0,0,0
178,debris flow,WY,5,1.227,0,0.2454,0,0,0,0,0
179,dense fog,AL,5,0.6,0,0.12,0,20,4000,0,0
180,dense fog,AR,2,0,0,0,0,0,0,0,0
181,dense fog,AZ,25,0,0,0,0,8,320,0,0
182,dense fog,CA,260,12.436,0,0.0478307692307692,0,472,1815.38461538462,24,92.3076923076923
183,dense fog,CO,86,0.35,0,0.00406976744186047,0,5,58.1395348837209,1,11.6279069767442
184,dense fog,DC,10,0,0,0,0,0,0,0,0
185,dense fog,DE,32,0,0,0,0,0,0,0,0
186,dense fog,FL,91,1.73,0,0.019010989010989,0,47,516.483516483516,6,65.9340659340659
187,dense fog,GA,6,0,0,0,0,0,0,0,0
188,dense fog,IA,87,0.362,0,0.00416091954022988,0,0,0,0,0
189,dense fog,ID,6,0.01,0,0.00166666666666667,0,0,0,0,0
190,dense fog,IL,103,0.1,0,0.000970873786407767,0,0,0,0,0
191,dense fog,IN,30,0.47,0,0.0156666666666667,0,0,0,1,33.3333333333333
192,dense fog,KS,34,0.12,0,0.00352941176470588,0,12,352.941176470588,4,117.647058823529
193,dense fog,KY,57,0,0,0,0,0,0,0,0
194,dense fog,LA,10,0.253,0,0.0253,0,71,7100,1,100
195,dense fog,MD,112,0,0,0,0,38,339.285714285714,1,8.92857142857143
196,dense fog,ME,1,0,0,0,0,24,24000,0,0
197,dense fog,MI,31,0,0,0,0,1,32.258064516129,1,32.258064516129
198,dense fog,MN,12,0.02,0,0.00166666666666667,0,0,0,0,0
199,dense fog,MO,47,0,0,0,0,0,0,0,0
200,dense fog,MS,1,0,0,0,0,0,0,0,0
201,dense fog,MT,13,0,0,0,0,0,0,0,0
202,dense fog,NC,13,0.0485,0,0.00373076923076923,0,16,1230.76923076923,1,76.9230769230769
203,dense fog,NE,4,0.485,0,0.12125,0,2,500,0,0
204,dense fog,NJ,58,0,0,0,0,0,0,0,0
205,dense fog,NM,1,0.005,0,0.005,0,0,0,0,0
206,dense fog,NV,18,0.01,0,0.000555555555555556,0,0,0,0,0
207,dense fog,NY,4,0,0,0,0,14,3500,2,500
208,dense fog,OH,5,0.562,0,0.1124,0,33,6600,5,1000
209,dense fog,OK,17,0.06,0,0.00352941176470588,0,0,0,0,0
210,dense fog,OR,18,0.06,0,0.00333333333333333,0,17,944.444444444444,1,55.5555555555556
211,dense fog,PA,39,0,0,0,0,13,333.333333333333,0,0
212,dense fog,RI,1,0,0,0,0,0,0,0,0
213,dense fog,SC,8,0.035,0,0.004375,0,13,1625,1,125
214,dense fog,SD,4,0.02,0,0.005,0,2,500,1,250
215,dense fog,TX,17,0.375,0,0.0220588235294118,0,4,235.294117647059,0,0
216,dense fog,UT,71,1.252,0,0.0176338028169014,0,32,450.704225352113,6,84.5070422535211
217,dense fog,VA,106,0.8,0,0.00754716981132075,0,0,0,0,0
218,dense fog,VT,1,0.045,0,0.045,0,0,0,0,0
219,dense fog,WA,6,0.19,0,0.0316666666666667,0,4,666.666666666667,1,166.666666666667
220,dense fog,WI,212,0.02,0,9.43396226415094e-05,0,2,9.43396226415094,12,56.6037735849057
221,dense fog,WV,49,0,0,0,0,0,0,0,0
222,dense fog,WY,15,0.046,0,0.00306666666666667,0,5,333.333333333333,0,0
223,dense smoke,AK,2,0,0,0,0,0,0,0,0
224,dense smoke,AZ,1,0,0,0,0,0,0,0,0
225,dense smoke,CA,1,0,0,0,0,0,0,0,0
226,dense smoke,CO,1,0,0,0,0,0,0,0,0
227,dense smoke,CT,1,0,0,0,0,0,0,0,0
228,dense smoke,DE,1,0,0,0,0,0,0,0,0
229,dense smoke,FL,3,0,0,0,0,0,0,0,0
230,dense smoke,MA,1,0,0,0,0,0,0,0,0
231,dense smoke,MD,1,0,0,0,0,0,0,0,0
232,dense smoke,MT,1,0,0,0,0,0,0,0,0
233,dense smoke,NC,1,0,0,0,0,0,0,0,0
234,dense smoke,NJ,1,0,0,0,0,0,0,0,0
235,dense smoke,NY,1,0,0,0,0,0,0,0,0
236,dense smoke,OR,1,0.1,0,0.1,0,0,0,0,0
237,dense smoke,PA,1,0,0,0,0,0,0,0,0
238,dense smoke,SC,1,0,0,0,0,0,0,0,0
239,dense smoke,TX,1,0,0,0,0,0,0,0,0
240,dense smoke,VT,1,0,0,0,0,0,0,0,0
241,drought,AK,2,0,0,0,0,0,0,0,0
242,drought,AL,140,0,0.1,0,0.000714285714285714,0,0,0,0
243,drought,AR,75,0,2.65,0,0.0353333333333333,0,0,0,0
244,drought,AS,4,0,0,0,0,0,0,0,0
245,drought,AZ,16,0,0,0,0,0,0,0,0
246,drought,CA,40,0.05,0,0.00125,0,0,0,0,0
247,drought,CO,100,0,0,0,0,0,0,0,0
248,drought,CT,5,0,0,0,0,0,0,0,0
249,drought,DC,11,0,0.005,0,0.000454545454545455,0,0,0,0
250,drought,DE,49,0,29.1,0,0.593877551020408,0,0,0,0
251,drought,FL,71,0,100,0,1.40845070422535,0,0,0,0
252,drought,GA,103,0,717.285,0,6.96393203883495,0,0,0,0
253,drought,GU,4,0,0,0,0,0,0,0,0
254,drought,HI,104,0,0.1,0,0.000961538461538461,0,0,0,0
255,drought,IA,22,645.15,1509.63,29.325,68.6195454545454,0,0,0,0
256,drought,ID,2,0,0,0,0,0,0,0,0
257,drought,IL,48,0,284.57,0,5.92854166666667,0,0,0,0
258,drought,IN,20,0,73,0,3.65,0,0,0,0
259,drought,KS,37,0,155.954,0,4.21497297297297,0,0,0,0
260,drought,KY,37,0,226,0,6.10810810810811,0,0,0,0
261,drought,LA,38,0,587.43,0,15.4586842105263,0,0,0,0
262,drought,MA,4,0,0,0,0,0,0,0,0
263,drought,MD,73,0,99.72,0,1.36602739726027,0,0,0,0
264,drought,ME,9,0,0,0,0,0,0,0,0
265,drought,MI,9,0,150,0,16.6666666666667,0,0,0,0
266,drought,MN,60,0,0,0,0,0,0,0,0
267,drought,MO,59,0.1,30.835,0.00169491525423729,0.522627118644068,0,0,0,0
268,drought,MS,31,0.05,3.1,0.00161290322580645,0.1,0,0,0,0
269,drought,MT,9,0,0.99,0,0.11,0,0,0,0
270,drought,NC,84,0,13.067,0,0.155559523809524,0,0,0,0
271,drought,ND,6,0,0,0,0,0,0,0,0
272,drought,NE,15,0.055,720,0.00366666666666667,48,0,0,0,0
273,drought,NH,9,0,0,0,0,0,0,0,0
274,drought,NJ,53,0,80,0,1.50943396226415,0,0,0,0
275,drought,NM,76,2,14.4,0.0263157894736842,0.189473684210526,0,0,0,0
276,drought,NY,18,0,50.2,0,2.78888888888889,0,0,0,0
277,drought,OH,23,0,200,0,8.69565217391304,0,0,0,0
278,drought,OK,78,32.669,1097.04,0.418833333333333,14.0646153846154,4,51.2820512820513,0,0
279,drought,OR,3,0,22.6,0,7.53333333333333,0,0,0,0
280,drought,PA,73,0,521.4,0,7.14246575342466,0,0,0,0
281,drought,PR,7,5,0,0.714285714285714,0,0,0,0,0
282,drought,SC,66,0,0,0,0,0,0,0,0
283,drought,SD,27,0,0,0,0,0,0,0,0
284,drought,TN,65,0,0,0,0,0,0,0,0
285,drought,TX,433,349.027,6373.438,0.806066974595843,14.7192563510393,0,0,0,0
286,drought,UT,88,0,0,0,0,0,0,0,0
287,drought,VA,67,0,280.48,0,4.18626865671642,0,0,0,0
288,drought,VI,2,0,0.2,0,0.1,0,0,0,0
289,drought,VT,1,0,0,0,0,0,0,0,0
290,drought,WA,3,12,0,4,0,0,0,0,0
291,drought,WI,107,0,4.526,0,0.0422990654205607,0,0,0,0
292,drought,WV,45,0,19.746,0,0.4388,0,0,0,0
293,dust devil,AK,3,0.0023,0,0.000766666666666667,0,0,0,0,0
294,dust devil,AL,4,0.025,0,0.00625,0,0,0,0,0
295,dust devil,AZ,10,0.0485,0,0.00485,0,8,800,0,0
296,dust devil,CA,10,0.0181,0,0.00181,0,15,1500,0,0
297,dust devil,CO,9,0.02,0,0.00222222222222222,0,0,0,0,0
298,dust devil,FL,9,0.025,0,0.00277777777777778,0,0,0,0,0
299,dust devil,GA,1,0,0,0,0,0,0,0,0
300,dust devil,HI,4,0,0,0,0,0,0,0,0
301,dust devil,IA,1,0,0,0,0,5,5000,0,0
302,dust devil,IN,2,0,0,0,0,0,0,0,0
303,dust devil,KS,1,0,0,0,0,0,0,0,0
304,dust devil,LA,1,0.01,0,0.01,0,0,0,0,0
305,dust devil,MA,1,0,0,0,0,0,0,0,0
306,dust devil,MD,2,0.001,0,5e-04,0,1,500,0,0
307,dust devil,ME,2,0.01,0,0.005,0,0,0,1,500
308,dust devil,MI,2,3e-05,0,1.5e-05,0,0,0,0,0
309,dust devil,MO,2,0,0,0,0,0,0,0,0
310,dust devil,MT,5,0.044,0,0.0088,0,3,600,0,0
311,dust devil,NC,8,0.0253,0,0.0031625,0,0,0,0,0
312,dust devil,ND,1,0,0,0,0,1,1000,0,0
313,dust devil,NH,1,0,0,0,0,0,0,0,0
314,dust devil,NJ,1,0,0,0,0,0,0,0,0
315,dust devil,NM,5,0.04,0,0.008,0,1,200,0,0
316,dust devil,NV,9,0.2665,0,0.0296111111111111,0,0,0,0,0
317,dust devil,NY,4,2e-04,0,5e-05,0,2,500,0,0
318,dust devil,OH,2,0,0,0,0,0,0,0,0
319,dust devil,OK,2,0.019,0,0.0095,0,0,0,0,0
320,dust devil,OR,4,0.01,0,0.0025,0,0,0,0,0
321,dust devil,PA,1,0,0,0,0,1,1000,0,0
322,dust devil,SC,2,0.003,0,0.0015,0,0,0,0,0
323,dust devil,SD,2,0.0235,0,0.01175,0,0,0,0,0
324,dust devil,TN,1,0.001,0,0.001,0,2,2000,0,0
325,dust devil,TX,4,0.048,0,0.012,0,0,0,0,0
326,dust devil,VA,4,0.011,0,0.00275,0,0,0,0,0
327,dust devil,WA,6,0.005,0,0.000833333333333333,0,0,0,0,0
328,dust devil,WI,8,0.0042,0,0.000525,0,0,0,0,0
329,dust devil,WV,1,0.001,0,0.001,0,0,0,0,0
330,dust devil,WY,2,0.002,0,0.001,0,0,0,1,500
331,dust storm,AR,2,0,0,0,0,0,0,0,0
332,dust storm,AZ,203,2.168,0,0.010679802955665,0,133,655.172413793103,5,24.6305418719212
333,dust storm,CA,70,1.735,0.1,0.0247857142857143,0.00142857142857143,95,1357.14285714286,3,42.8571428571429
334,dust storm,CO,4,0.08,0,0.02,0,19,4750,0,0
335,dust storm,DE,1,0,0,0,0,0,0,0,0
336,dust storm,ID,10,0.005,0,5e-04,0,11,1100,0,0
337,dust storm,IL,1,0.001,0,0.001,0,0,0,0,0
338,dust storm,IN,1,0.05,0,0.05,0,1,1000,0,0
339,dust storm,KS,1,0,0,0,0,0,0,0,0
340,dust storm,MT,1,0,0,0,0,8,8000,1,1000
341,dust storm,NE,2,0.065,0,0.0325,0,17,8500,2,1000
342,dust storm,NM,10,0.045,0,0.0045,0,8,800,0,0
343,dust storm,NV,32,0.25,0,0.0078125,0,49,1531.25,0,0
344,dust storm,OK,2,0.02,0,0.01,0,0,0,0,0
345,dust storm,OR,13,0.15,0,0.0115384615384615,0,8,615.384615384615,0,0
346,dust storm,PR,7,0,0,0,0,0,0,0,0
347,dust storm,TX,30,0.835,3,0.0278333333333333,0.1,2,66.6666666666667,0,0
348,dust storm,UT,3,0,0,0,0,0,0,0,0
349,dust storm,VI,2,0,0,0,0,0,0,0,0
350,dust storm,WA,27,0.09,0,0.00333333333333333,0,25,925.925925925926,0,0
351,excessive heat,AK,44,0,0,0,0,0,0,1,22.7272727272727
352,excessive heat,AL,207,0,0,0,0,23,111.111111111111,13,62.8019323671498
353,excessive heat,AR,77,0,0,0,0,1,12.987012987013,18,233.766233766234
354,excessive heat,AZ,16,0,0,0,0,0,0,55,3437.5
355,excessive heat,CA,89,0.17,492.402,0.00191011235955056,5.53260674157303,260,2921.34831460674,110,1235.95505617978
356,excessive heat,CO,4,0,0,0,0,0,0,0,0
357,excessive heat,CT,34,0,0,0,0,0,0,1,29.4117647058824
358,excessive heat,DC,26,0,0,0,0,317,12192.3076923077,6,230.769230769231
359,excessive heat,DE,63,0,0,0,0,51,809.52380952381,7,111.111111111111
360,excessive heat,FL,12,0,0,0,0,10,833.333333333333,2,166.666666666667
361,excessive heat,GA,57,0,0,0,0,3,52.6315789473684,6,105.263157894737
362,excessive heat,IA,28,0.2922,0,0.0104357142857143,0,22,785.714285714286,2,71.4285714285714
363,excessive heat,ID,2,0,0,0,0,0,0,0,0
364,excessive heat,IL,118,0,0,0,0,352,2983.05084745763,330,2796.61016949153
365,excessive heat,IN,20,0,0,0,0,4,200,1,50
366,excessive heat,KS,50,0.108,0,0.00216,0,14,280,10,200
367,excessive heat,KY,42,0,0,0,0,138,3285.71428571429,4,95.2380952380952
368,excessive heat,LA,48,0.11,0,0.00229166666666667,0,3,62.5,55,1145.83333333333
369,excessive heat,MA,39,0,0,0,0,0,0,2,51.2820512820513
370,excessive heat,MD,96,0,0.01,0,0.000104166666666667,433,4510.41666666667,77,802.083333333333
371,excessive heat,ME,2,0,0,0,0,0,0,0,0
372,excessive heat,MI,9,0,0,0,0,279,31000,3,333.333333333333
373,excessive heat,MN,25,0.1275,0,0.0051,0,0,0,13,520
374,excessive heat,MO,137,0.379,0,0.00276642335766423,0,3525,25729.9270072993,190,1386.86131386861
375,excessive heat,MS,35,0,0,0,0,5,142.857142857143,24,685.714285714286
376,excessive heat,MT,2,0,0,0,0,0,0,0,0
377,excessive heat,NC,11,0,0,0,0,16,1454.54545454545,7,636.363636363636
378,excessive heat,ND,9,0,0,0,0,0,0,0,0
379,excessive heat,NE,15,6.3,0,0.42,0,0,0,4,266.666666666667
380,excessive heat,NH,3,0,0,0,0,0,0,0,0
381,excessive heat,NJ,84,0,0,0,0,300,3571.42857142857,38,452.380952380952
382,excessive heat,NM,5,0,0,0,0,0,0,0,0
383,excessive heat,NV,10,0,0,0,0,0,0,13,1300
384,excessive heat,NY,31,0,0,0,0,1,32.258064516129,93,3000
385,excessive heat,OH,24,0,0,0,0,0,0,13,541.666666666667
386,excessive heat,OK,84,0,0,0,0,118,1404.7619047619,63,750
387,excessive heat,OR,8,0,0,0,0,0,0,1,125
388,excessive heat,PA,99,0,0,0,0,320,3232.32323232323,292,2949.49494949495
389,excessive heat,RI,23,0,0,0,0,0,0,0,0
390,excessive heat,SC,35,0,0,0,0,20,571.428571428571,29,828.571428571429
391,excessive heat,SD,5,0,0,0,0,0,0,1,200
392,excessive heat,TN,21,0,0,0,0,1,47.6190476190476,21,1000
393,excessive heat,TX,116,0.2,0,0.00172413793103448,0,10,86.2068965517241,259,2232.75862068966
394,excessive heat,UT,1,0,0,0,0,0,0,1,1000
395,excessive heat,VA,50,0,0,0,0,142,2840,4,80
396,excessive heat,VT,26,0,0,0,0,0,0,0,0
397,excessive heat,WA,9,0,0,0,0,0,0,3,333.333333333333
398,excessive heat,WI,70,0.037,0,0.000528571428571428,0,106,1514.28571428571,27,385.714285714286
399,excessive heat,WV,44,0,0,0,0,6,136.363636363636,0,0
400,extreme cold/wind chill,AK,5,0.256,0,0.0512,0,1,200,2,400
401,extreme cold/wind chill,AL,87,0,52,0,0.597701149425287,0,0,6,68.9655172413793
402,extreme cold/wind chill,AR,3,0,0.75,0,0.25,0,0,2,666.666666666667
403,extreme cold/wind chill,AZ,1,0,0,0,0,0,0,0,0
404,extreme cold/wind chill,CA,78,0.305,731.16,0.00391025641025641,9.37384615384615,1,12.8205128205128,15,192.307692307692
405,extreme cold/wind chill,CO,8,0,9.054,0,1.13175,15,1875,4,500
406,extreme cold/wind chill,CT,5,0,0,0,0,0,0,0,0
407,extreme cold/wind chill,DC,2,0,0,0,0,0,0,2,1000
408,extreme cold/wind chill,DE,3,0,0,0,0,0,0,0,0
409,extreme cold/wind chill,FL,21,0,361.03,0,17.1919047619048,0,0,2,95.2380952380952
410,extreme cold/wind chill,GA,19,0,0,0,0,0,0,1,52.6315789473684
411,extreme cold/wind chill,IA,11,0,20.1,0,1.82727272727273,0,0,3,272.727272727273
412,extreme cold/wind chill,ID,7,0.05,0,0.00714285714285714,0,0,0,0,0
413,extreme cold/wind chill,IL,18,0,0,0,0,0,0,14,777.777777777778
414,extreme cold/wind chill,IN,6,0.16,0,0.0266666666666667,0,0,0,0,0
415,extreme cold/wind chill,KS,17,0,0,0,0,0,0,0,0
416,extreme cold/wind chill,KY,18,0.275,0,0.0152777777777778,0,0,0,0,0
417,extreme cold/wind chill,LA,6,7.85,20,1.30833333333333,3.33333333333333,0,0,2,333.333333333333
418,extreme cold/wind chill,MA,6,0,0,0,0,0,0,0,0
419,extreme cold/wind chill,MD,8,0,0.0175,0,0.0021875,0,0,0,0
420,extreme cold/wind chill,ME,2,0,0,0,0,0,0,0,0
421,extreme cold/wind chill,MI,22,1.875,2.1,0.0852272727272727,0.0954545454545454,30,1363.63636363636,15,681.818181818182
422,extreme cold/wind chill,MN,8,0,0,0,0,0,0,0,0
423,extreme cold/wind chill,MO,10,0.125,0.105,0.0125,0.0105,0,0,2,200
424,extreme cold/wind chill,MS,4,0.1,0,0.025,0,0,0,4,1000
425,extreme cold/wind chill,MT,12,0.0014,0,0.000116666666666667,0,0,0,1,83.3333333333333
426,extreme cold/wind chill,NC,46,0.275,0.754,0.00597826086956522,0.0163913043478261,0,0,7,152.173913043478
427,extreme cold/wind chill,ND,7,0,0.075,0,0.0107142857142857,0,0,1,142.857142857143
428,extreme cold/wind chill,NE,10,0.85,0.04,0.085,0.004,1,100,0,0
429,extreme cold/wind chill,NH,3,0,0,0,0,0,0,1,333.333333333333
430,extreme cold/wind chill,NJ,3,0,0,0,0,0,0,0,0
431,extreme cold/wind chill,NM,8,0,0,0,0,0,0,8,1000
432,extreme cold/wind chill,NV,2,0.05,0,0.025,0,0,0,0,0
433,extreme cold/wind chill,NY,15,0.063,0,0.0042,0,0,0,1,66.6666666666667
434,extreme cold/wind chill,OH,22,4.965,3.75,0.225681818181818,0.170454545454545,0,0,7,318.181818181818
