,evType,STATE,Reports,totalPropertyDamage,totalCropDamage,meanPropertyDamage,meanCropDamage,Injuries,meanInjuries,Fatalities,meanFatalities
435,extreme cold/wind chill,OK,5,0,0,0,0,0,0,5,1000
436,extreme cold/wind chill,OR,79,0,0.06,0,0.000759493670886076,0,0,0,0
437,extreme cold/wind chill,PA,12,0.385,50,0.0320833333333333,4.16666666666667,0,0,5,416.666666666667
438,extreme cold/wind chill,RI,3,0,0,0,0,0,0,0,0
439,extreme cold/wind chill,SC,7,0,20.05,0,2.86428571428571,0,0,5,714.285714285714
440,extreme cold/wind chill,SD,3,0,0,0,0,0,0,1,333.333333333333
441,extreme cold/wind chill,TN,2,0,0,0,0,0,0,3,1500
442,extreme cold/wind chill,TX,11,2.05,1.6,0.186363636363636,0.145454545454545,0,0,8,727.272727272727
443,extreme cold/wind chill,UT,2,0.02,0.1,0.01,0.05,0,0,0,0
444,extreme cold/wind chill,VA,25,0.025,1.15,0.001,0.046,0,0,2,80
445,extreme cold/wind chill,VT,3,0,0,0,0,0,0,0,0
446,extreme cold/wind chill,WA,8,0,65.05,0,8.13125,0,0,2,250
447,extreme cold/wind chill,WI,20,0.03,0,0.0015,0,31,1550,10,500
448,extreme cold/wind chill,WV,25,0.1,0.02,0.004,8e-04,0,0,0,0
449,extreme cold/wind chill,WY,6,0.05,0.15,0.00833333333333333,0.025,0,0,1,166.666666666667
450,flash flood,AK,20,0.046,0,0.0023,0,0,0,0,0
451,flash flood,AL,1412,1161.1135,15.531,0.822318342776204,0.0109992917847025,15,10.6232294617564,16,11.3314447592068
452,flash flood,AR,1978,286.81308,4.025,0.145001557128413,0.00203488372093023,36,18.2002022244692,49,24.7724974721941
453,flash flood,AS,26,50.362,1.267,1.937,0.0487307692307692,6,230.769230769231,4,153.846153846154
454,flash flood,AZ,958,75.1061,3.005,0.0783988517745303,0.00313674321503132,150,156.576200417537,60,62.6304801670146
455,flash flood,CA,1000,212.593,11.769,0.212593,0.011769,58,58,27,27
456,flash flood,CO,723,387.0505,2.004,0.535339557399723,0.00277178423236515,58,80.2213001383126,12,16.597510373444
457,flash flood,CT,165,12.3025,0,0.0745606060606061,0,0,0,1,6.06060606060606
458,flash flood,DC,43,16.09,0,0.374186046511628,0,2,46.5116279069767,0,0
459,flash flood,DE,106,27.554,0,0.259943396226415,0,5,47.1698113207547,6,56.6037735849057
460,flash flood,FL,289,320.0504,290,1.10744083044983,1.00346020761246,1,3.46020761245675,3,10.3806228373702
461,flash flood,GA,748,122.63897,2.229,0.163955842245989,0.00297994652406417,11,14.7058823529412,13,17.379679144385
462,flash flood,GU,8,6.137,0.575,0.767125,0.071875,0,0,1,125
463,flash flood,HI,212,155.793,0.4,0.734872641509434,0.00188679245283019,3,14.1509433962264,10,47.1698113207547
464,flash flood,IA,1480,224.8255,23.6145,0.151909121621622,0.0159557432432432,13,8.78378378378378,6,4.05405405405405
465,flash flood,ID,172,9.667,0,0.056203488372093,0,1,5.81395348837209,2,11.6279069767442
466,flash flood,IL,1760,787.922,31.684,0.447682954545455,0.0180022727272727,9,5.11363636363636,9,5.11363636363636
467,flash flood,IN,1295,307.6289,92.01,0.237551274131274,0.071050193050193,2,1.54440154440154,16,12.3552123552124
468,flash flood,KS,1645,278.0981,16.825,0.169056595744681,0.0102279635258359,21,12.7659574468085,15,9.11854103343465
469,flash flood,KY,2303,228.735,22.086,0.0993204515848893,0.00959009986973513,14,6.0790273556231,38,16.5002171081198
470,flash flood,LA,858,101.6457,8.012,0.118468181818182,0.00933799533799534,2,2.33100233100233,7,8.15850815850816
471,flash flood,MA,153,34.482,0,0.225372549019608,0,0,0,0,0
472,flash flood,MD,708,62.004,1.085,0.0875762711864407,0.00153248587570621,24,33.8983050847458,12,16.9491525423729
473,flash flood,ME,144,12.79,0.005,0.0888194444444444,3.47222222222222e-05,2,13.8888888888889,0,0
474,flash flood,MI,301,102.669,14.1,0.341093023255814,0.046843853820598,7,23.2558139534884,5,16.6112956810631
475,flash flood,MN,736,251.2796,11.2265,0.3414125,0.0152533967391304,36,48.9130434782609,13,17.6630434782609
476,flash flood,MO,3233,511.84103,55.878,0.158317670893907,0.0172836374884009,27,8.35137643055985,56,17.3213733374575
477,flash flood,MS,1478,430.7965,10.257,0.291472598105548,0.00693978349120433,9,6.0893098782138,10,6.765899864682
478,flash flood,MT,291,14.4526,0.675,0.0496652920962199,0.00231958762886598,0,0,1,3.43642611683849
479,flash flood,NC,1780,104.51305,149.67,0.0587151966292135,0.0840842696629213,20,11.2359550561798,38,21.3483146067416
480,flash flood,ND,450,153.3255,14.302,0.340723333333333,0.0317822222222222,0,0,2,4.44444444444444
481,flash flood,NE,731,92.8507,80.133,0.127018741450068,0.109621067031464,4,5.4719562243502,3,4.10396716826265
482,flash flood,NH,81,36.843,0,0.454851851851852,0,4,49.3827160493827,4,49.3827160493827
483,flash flood,NJ,604,733.21,0.75,1.2139238410596,0.00124172185430464,190,314.569536423841,5,8.27814569536424
484,flash flood,NM,674,47.759,5.35,0.0708590504451038,0.00793768545994065,4,5.93471810089021,16,23.7388724035608
485,flash flood,NV,230,56.8181,0.02,0.247035217391304,8.69565217391304e-05,12,52.1739130434783,4,17.3913043478261
486,flash flood,NY,1760,1750.878,4.01,0.994817045454545,0.00227840909090909,8,4.54545454545454,35,19.8863636363636
487,flash flood,OH,1269,1215.7638,42.719,0.958048699763593,0.0336635145784082,5,3.94011032308905,28,22.0646178092987
488,flash flood,OK,1545,54.2547,0.04,0.0351163106796116,2.58899676375405e-05,170,110.032362459547,22,14.2394822006473
489,flash flood,OR,82,1.39,0,0.0169512195121951,0,0,0,0,0
490,flash flood,PA,1960,1405.8495,0.03,0.717270153061224,1.53061224489796e-05,47,23.9795918367347,50,25.5102040816327
491,flash flood,PR,879,197.086,12.57,0.224216154721274,0.0143003412969283,2,2.27531285551763,34,38.6803185437998
492,flash flood,RI,25,0.657,0,0.02628,0,0,0,0,0
493,flash flood,SC,468,16.285,0.032,0.0347970085470085,6.83760683760684e-05,8,17.0940170940171,3,6.41025641025641
494,flash flood,SD,445,37.2847,0.21,0.0837858426966292,0.000471910112359551,4,8.98876404494382,2,4.49438202247191
495,flash flood,TN,1620,359.81387,0.471,0.222107327160494,0.000290740740740741,44,27.1604938271605,20,12.3456790123457
496,flash flood,TX,7739,908.89675,24.681,0.117443694275746,0.00318917172761339,578,74.6866520222251,151,19.511564801654
497,flash flood,UT,421,38.646,0.8237,0.0917957244655582,0.00195653206650831,23,54.6318289786223,11,26.1282660332542
498,flash flood,VA,1966,226.054,14.745,0.114981688708037,0.0075,8,4.06917599186165,27,13.7334689725331
499,flash flood,VI,32,1.96,0,0.06125,0,0,0,0,0
500,flash flood,VT,178,324.468,14.725,1.82285393258427,0.0827247191011236,0,0,3,16.8539325842697
501,flash flood,WA,71,5.032,0.01,0.0708732394366197,0.000140845070422535,2,28.169014084507,2,28.169014084507
502,flash flood,WI,564,774.52686,350.69,1.37327457446808,0.621790780141844,13,23.0496453900709,7,12.4113475177305
503,flash flood,WV,1032,475.5861,0.625,0.460839244186046,0.00060562015503876,10,9.68992248062015,24,23.2558139534884
504,flash flood,WY,154,10.0303,0.032,0.0651318181818182,0.000207792207792208,6,38.961038961039,4,25.974025974026
505,flood,AK,216,157.13194,0.008,0.727462685185185,3.7037037037037e-05,0,0,3,13.8888888888889
506,flood,AL,168,251.54,0.6,1.4972619047619,0.00357142857142857,0,0,0,0
507,flood,AR,551,337.9525,141.065,0.613343920145191,0.256016333938294,6,10.8892921960073,12,21.7785843920145
508,flood,AS,43,0.627,0,0.0145813953488372,0,0,0,0,0
509,flood,AZ,188,19.6555,0.01,0.104550531914894,5.31914893617021e-05,1,5.31914893617021,0,0
510,flood,CA,706,116748.295,308.462,165.36585694051,0.436915014164306,48,67.9886685552408,37,52.4079320113314
511,flood,CO,171,72.9055,3.817,0.426347953216374,0.0223216374269006,1,5.84795321637427,3,17.5438596491228
512,flood,CT,283,29.348,0,0.103703180212014,0,3,10.6007067137809,5,17.6678445229682
513,flood,DC,18,10.15,0,0.563888888888889,0,0,0,0,0
514,flood,DE,88,0.6,0,0.00681818181818182,0,2,22.7272727272727,0,0
515,flood,FL,685,1109.2822,541.0775,1.6193900729927,0.789894160583942,2,2.91970802919708,5,7.2992700729927
516,flood,GA,474,456.3092,0.07,0.962677637130802,0.000147679324894515,2,4.21940928270042,3,6.32911392405063
517,flood,GU,67,0.755,0,0.0112686567164179,0,1,14.9253731343284,0,0
518,flood,HI,269,0.424,0,0.00157620817843866,0,6,22.3048327137546,0,0
519,flood,IA,1781,1354.53,1562.0613,0.760544637843908,0.877069792251544,121,67.9393599101628,3,1.68444693992139
520,flood,ID,159,114.1365,0.025,0.717839622641509,0.000157232704402516,1,6.28930817610063,0,0
521,flood,IL,1162,110.09526,26.029,0.0947463511187607,0.0224001721170396,11,9.46643717728055,15,12.9087779690189
522,flood,IN,1761,838.05575,695.398,0.475897643384441,0.394888131743328,9,5.11073253833049,23,13.060760931289
523,flood,KS,714,111.10225,20.981,0.155605392156863,0.0293851540616246,3,4.20168067226891,6,8.40336134453782
524,flood,KY,1298,547.393,6.979,0.421720338983051,0.00537673343605547,11,8.47457627118644,19,14.6379044684129
525,flood,LA,295,706.7734,1.7,2.39584203389831,0.00576271186440678,1,3.38983050847458,1,3.38983050847458
526,flood,MA,316,227.505,0,0.71995253164557,0,5,15.8227848101266,2,6.32911392405063
527,flood,MD,235,78.152,0.23,0.33256170212766,0.000978723404255319,4,17.0212765957447,1,4.25531914893617
528,flood,ME,447,120.6737,0,0.269963534675615,0,1,2.23713646532438,4,8.94854586129754
529,flood,MI,358,221.2547,7.02,0.618029888268156,0.019608938547486,0,0,4,11.1731843575419
530,flood,MN,526,1288.3914,104.7178,2.44941330798479,0.199083269961977,3,5.70342205323194,5,9.50570342205323
531,flood,MO,1576,92.74905,592.43,0.0588509200507614,0.375907360406091,5,3.17258883248731,14,8.88324873096447
532,flood,MS,103,1024.3261,2.6,9.94491359223301,0.0252427184466019,0,0,4,38.8349514563107
533,flood,MT,317,27.2454,0,0.0859476340694006,0,0,0,6,18.9274447949527
534,flood,NC,468,239.066,109.6019,0.510824786324786,0.234192094017094,6,12.8205128205128,18,38.4615384615385
535,flood,ND,524,3907.127,62.91,7.45634923664122,0.120057251908397,5,9.54198473282443,4,7.63358778625954
536,flood,NE,531,50.3269,32.1,0.0947775894538606,0.0604519774011299,0,0,1,1.88323917137476
537,flood,NH,289,61.31527,0.2,0.212163564013841,0.000692041522491349,1,3.46020761245675,3,10.3806228373702
538,flood,NJ,687,2111.65,0,3.07372634643377,0,6,8.73362445414847,19,27.6564774381368
539,flood,NM,57,26.624,0.001,0.467087719298246,1.75438596491228e-05,0,0,2,35.0877192982456
540,flood,NV,50,675.698,0,13.51396,0,51,1020,2,40
541,flood,NY,1321,1215.62849,2.615,0.920233527630583,0.00197956093868282,28,21.1960635881908,16,12.112036336109
542,flood,OH,1493,381.063,88.845,0.2552330877428,0.0595077026121902,9,6.02813127930342,20,13.3958472873409
543,flood,OK,430,26.124,0.26,0.060753488372093,0.000604651162790698,5,11.6279069767442,4,9.30232558139535
544,flood,OR,307,715.572,13.81,2.33085342019544,0.0449837133550489,7,22.8013029315961,16,52.1172638436482
545,flood,PA,1332,1078.201,4.4,0.80946021021021,0.0033033033033033,102,76.5765765765766,34,25.5255255255255
546,flood,PR,515,113.9535,48,0.221268932038835,0.0932038834951456,2,3.88349514563107,6,11.6504854368932
547,flood,RI,80,92.86,0,1.16075,0,0,0,0,0
548,flood,SC,228,8.6925,5,0.038125,0.0219298245614035,1,4.3859649122807,2,8.7719298245614
549,flood,SD,750,26.3201,24.921,0.0350934666666667,0.033228,0,0,0,0
550,flood,TN,450,4244.7089,3.997,9.43268644444444,0.00888222222222222,1,2.22222222222222,36,80
551,flood,TX,924,889.5964,85.171,0.962766666666667,0.0921764069264069,6339,6860.38961038961,47,50.8658008658009
552,flood,UT,100,331.909,0.1245,3.31909,0.001245,14,140,1,10
553,flood,VA,714,143.9124,36.152,0.201557983193277,0.0506330532212885,6,8.40336134453782,15,21.0084033613445
554,flood,VI,28,1.52,0,0.0542857142857143,0,0,0,0,0
555,flood,VT,290,1070.912,11.95,3.6928,0.0412068965517241,4,13.7931034482759,3,10.3448275862069
556,flood,WA,235,212.088,0,0.902502127659574,0,0,0,6,25.531914893617
557,flood,WI,490,141.56389,465.5825,0.288905897959184,0.950168367346939,3,6.12244897959184,1,2.04081632653061
558,flood,WV,407,289.982,1.1,0.712486486486486,0.0027027027027027,1,2.45700245700246,13,31.9410319410319
559,flood,WY,85,15.8065,1.14,0.185958823529412,0.0134117647058824,0,0,0,0
560,freezing fog,AL,2,0,0,0,0,0,0,0,0
561,freezing fog,AR,2,0,0,0,0,0,0,0,0
562,freezing fog,GA,2,0,0,0,0,0,0,0,0
563,freezing fog,IL,5,0,0,0,0,0,0,0,0
564,freezing fog,IN,1,0,0,0,0,0,0,0,0
565,freezing fog,KS,2,0.04,0,0.02,0,0,0,0,0
566,freezing fog,KY,4,0,0,0,0,0,0,0,0
567,freezing fog,LA,1,0,0,0,0,0,0,0,0
568,freezing fog,MD,2,0,0,0,0,0,0,0,0
569,freezing fog,ME,1,0,0,0,0,0,0,0,0
570,freezing fog,MI,1,0,0,0,0,0,0,0,0
571,freezing fog,MO,4,0,0,0,0,0,0,0,0
572,freezing fog,MT,6,0.142,0,0.0236666666666667,0,0,0,0,0
573,freezing fog,NC,1,0,0,0,0,0,0,0,0
574,freezing fog,NH,1,0,0,0,0,0,0,0,0
575,freezing fog,NV,2,0,0,0,0,0,0,0,0
576,freezing fog,SC,1,0,0,0,0,0,0,0,0
577,freezing fog,SD,1,0,0,0,0,0,0,0,0
578,freezing fog,TN,1,0,0,0,0,0,0,0,0
579,freezing fog,TX,2,0,0,0,0,0,0,0,0
580,freezing fog,VA,4,0,0,0,0,0,0,0,0
581,freezing fog,WA,1,2,0,2,0,0,0,0,0
582,freezing fog,WV,1,0,0,0,0,0,0,0,0
583,frost/freeze,AK,24,0,0,0,0,0,0,0,0
584,frost/freeze,AL,20,0,0,0,0,0,0,0,0
585,frost/freeze,AR,29,0,0.3,0,0.0103448275862069,0,0,0,0
586,frost/freeze,AZ,8,2,0.3,0.25,0.0375,0,0,0,0
587,frost/freeze,CA,171,0.705,269.402,0.00412280701754386,1.57545029239766,0,0,0,0
588,frost/freeze,CO,133,0,28.545,0,0.214624060150376,0,0,0,0
589,frost/freeze,CT,21,0,0,0,0,0,0,0,0
590,frost/freeze,DC,7,0,0,0,0,0,0,0,0
591,frost/freeze,DE,1,0,0,0,0,0,0,0,0
592,frost/freeze,FL,226,11.22,552.105,0.049646017699115,2.44294247787611,0,0,0,0
593,frost/freeze,GA,5,0,160.5,0,32.1,0,0,0,0
594,frost/freeze,IA,13,1,58.29,0.0769230769230769,4.48384615384615,0,0,0,0
595,frost/freeze,ID,1,0,0,0,0,0,0,0,0
596,frost/freeze,IL,36,0,29.38,0,0.816111111111111,0,0,0,0
597,frost/freeze,IN,26,0,2.63,0,0.101153846153846,0,0,0,0
598,frost/freeze,KS,11,0.015,4.25,0.00136363636363636,0.386363636363636,0,0,0,0
599,frost/freeze,KY,42,0,4.485,0,0.106785714285714,0,0,0,0
600,frost/freeze,MA,15,0,0,0,0,0,0,0,0
601,frost/freeze,MD,26,0,1.48,0,0.0569230769230769,0,0,0,0
602,frost/freeze,MI,12,0,0,0,0,0,0,0,0
603,frost/freeze,MN,6,0,0,0,0,0,0,0,0
604,frost/freeze,MO,33,0,5.986,0,0.181393939393939,0,0,0,0
605,frost/freeze,MS,2,0,0,0,0,0,0,0,0
606,frost/freeze,MT,1,0,0,0,0,0,0,0,0
607,frost/freeze,NC,25,0,2.012,0,0.08048,0,0,0,0
608,frost/freeze,ND,4,0.015,0,0.00375,0,3,750,1,250
609,frost/freeze,NE,2,0,0.05,0,0.025,0,0,0,0
610,frost/freeze,NH,1,0,0,0,0,0,0,0,0
611,frost/freeze,NJ,3,0,0,0,0,0,0,0,0
612,frost/freeze,NV,10,3.5,0,0.35,0,0,0,0,0
613,frost/freeze,NY,135,0.1,0.138,0.000740740740740741,0.00102222222222222,0,0,0,0
614,frost/freeze,OH,6,0,0.54,0,0.09,0,0,0,0
615,frost/freeze,OR,139,0,0,0,0,0,0,0,0
616,frost/freeze,PA,4,0,0,0,0,0,0,0,0
617,frost/freeze,SC,3,0,1,0,0.333333333333333,0,0,0,0
618,frost/freeze,TN,13,0,0,0,0,0,0,0,0
619,frost/freeze,TX,83,0.04,10,0.000481927710843373,0.120481927710843,0,0,0,0
620,frost/freeze,UT,50,0.1,0,0.002,0,0,0,0,0
621,frost/freeze,VA,64,0,22.916,0,0.3580625,0,0,0,0
622,frost/freeze,VT,21,0,0.05,0,0.00238095238095238,0,0,0,0
623,frost/freeze,WA,4,0,205.02,0,51.255,0,0,0,0
624,frost/freeze,WI,3,0,0.002,0,0.000666666666666667,0,0,0,0
625,frost/freeze,WV,41,0,9.38,0,0.228780487804878,0,0,0,0
626,funnel cloud,AK,11,0,0,0,0,0,0,0,0
627,funnel cloud,AL,212,0,0,0,0,0,0,0,0
628,funnel cloud,AR,108,0,0,0,0,0,0,0,0
629,funnel cloud,AS,1,0,0,0,0,0,0,0,0
630,funnel cloud,AZ,142,0,0,0,0,0,0,0,0
631,funnel cloud,CA,274,0,0,0,0,0,0,0,0
632,funnel cloud,CO,160,0,0,0,0,0,0,0,0
633,funnel cloud,CT,14,0,0,0,0,0,0,0,0
634,funnel cloud,DC,1,0,0,0,0,0,0,0,0
635,funnel cloud,DE,25,0,0,0,0,0,0,0,0
636,funnel cloud,FL,704,0.015,0,2.13068181818182e-05,0,0,0,0,0
637,funnel cloud,GA,167,0,0,0,0,0,0,0,0
638,funnel cloud,GU,32,0,0,0,0,0,0,0,0
639,funnel cloud,HI,55,0,0,0,0,0,0,0,0
640,funnel cloud,IA,315,0,0,0,0,0,0,0,0
641,funnel cloud,ID,49,0.002,0,4.08163265306122e-05,0,0,0,0,0
642,funnel cloud,IL,166,0,0,0,0,0,0,0,0
643,funnel cloud,IN,62,0,0,0,0,0,0,0,0
644,funnel cloud,KS,182,0,0,0,0,0,0,0,0
645,funnel cloud,KY,122,0.025,0,0.000204918032786885,0,0,0,0,0
646,funnel cloud,LA,108,0,0,0,0,0,0,0,0
647,funnel cloud,MA,16,0,0,0,0,0,0,0,0
648,funnel cloud,MD,31,0,0,0,0,0,0,0,0
649,funnel cloud,ME,16,0,0,0,0,0,0,0,0
650,funnel cloud,MI,28,0,0,0,0,0,0,0,0
651,funnel cloud,MN,379,0,0,0,0,0,0,0,0
652,funnel cloud,MO,130,0,0,0,0,0,0,0,0
653,funnel cloud,MS,95,1e-04,0,1.05263157894737e-06,0,0,0,0,0
654,funnel cloud,MT,136,0,0,0,0,0,0,0,0
655,funnel cloud,NC,62,0,0,0,0,0,0,0,0
656,funnel cloud,ND,246,0,0,0,0,0,0,0,0
657,funnel cloud,NE,248,0,0,0,0,0,0,0,0
658,funnel cloud,NH,9,0,0,0,0,0,0,0,0
659,funnel cloud,NJ,52,0,0,0,0,0,0,0,0
660,funnel cloud,NM,68,0,0,0,0,0,0,0,0
661,funnel cloud,NV,12,0,0,0,0,0,0,0,0
662,funnel cloud,NY,59,0,0,0,0,0,0,0,0
663,funnel cloud,OH,38,0,0,0,0,0,0,0,0
664,funnel cloud,OK,59,0,0,0,0,0,0,0,0
665,funnel cloud,OR,50,0,0,0,0,0,0,0,0
666,funnel cloud,PA,65,0,0,0,0,0,0,0,0
667,funnel cloud,PR,40,0,0,0,0,0,0,0,0
668,funnel cloud,RI,7,0,0,0,0,0,0,0,0
669,funnel cloud,SC,65,0,0,0,0,0,0,0,0
670,funnel cloud,SD,71,0,0,0,0,1,14.0845070422535,0,0
671,funnel cloud,TN,118,0.09,0,0.00076271186440678,0,0,0,0,0
672,funnel cloud,TX,415,0,0,0,0,0,0,0,0
673,funnel cloud,UT,37,0,0,0,0,0,0,0,0
674,funnel cloud,VA,53,0,0,0,0,0,0,0,0
675,funnel cloud,VI,13,0,0,0,0,0,0,0,0
676,funnel cloud,VT,4,0,0,0,0,0,0,0,0
677,funnel cloud,WA,61,0.002,0,3.27868852459016e-05,0,0,0,0,0
678,funnel cloud,WI,354,0,0,0,0,0,0,0,0
679,funnel cloud,WV,13,0,0,0,0,0,0,0,0
680,funnel cloud,WY,108,0,0,0,0,0,0,0,0
681,hail,AK,23,2.015,0,0.0876086956521739,0,0,0,0,0
682,hail,AL,4640,21.20275,1.032,0.00456955818965517,0.000222413793103448,1,0.21551724137931,0,0
683,hail,AR,6280,226.69961,8.298,0.0360986640127389,0.00132133757961783,4,0.636942675159236,0,0
684,hail,AZ,656,2829.1712,0.151,4.31276097560976,0.000230182926829268,6,9.14634146341463,1,1.52439024390244
685,hail,CA,481,4.54265,156.524,0.00944417879417879,0.325413721413721,30,62.3700623700624,3,6.23700623700624
686,hail,CO,6929,1368.91015,86.9365,0.1975624404676,0.0125467599942272,21,3.03074036657526,0,0
687,hail,CT,390,0.0925,0.03,0.000237179487179487,7.69230769230769e-05,0,0,0,0
688,hail,DC,11,0,0,0,0,0,0,0,0
689,hail,DE,68,0.1,0.3,0.00147058823529412,0.00441176470588235,0,0,0,0
690,hail,FL,3282,32.376,19.42025,0.00986471663619744,0.0059171998781231,13,3.96099939061548,2,0.609384521633151
691,hail,GA,5912,251.82135,0.424,0.042594950947226,7.17185385656292e-05,6,1.0148849797023,0,0
692,hail,HI,10,0,0,0,0,0,0,0,0
693,hail,IA,8226,231.68435,275.58305,0.0281648857281789,0.0335014648674933,127,15.4388524191588,0,0
694,hail,ID,566,2.4795,6.424,0.00438074204946996,0.0113498233215548,0,0,0,0
695,hail,IL,5795,87.8897,6.2525,0.0151664710957722,0.00107894736842105,2,0.345125107851596,0,0
696,hail,IN,3763,81.7212,2.816,0.0217170342811586,0.000748339091150678,0,0,0,0
697,hail,KS,21261,396.687,227.3896,0.0186579652885565,0.0106951507454964,28,1.31696533559099,0,0
698,hail,KY,3586,603.2988,4.966,0.168237255995538,0.00138482989403235,9,2.50976017847183,0,0
699,hail,LA,2564,72.4002,6.084,0.0282372074882995,0.00237285491419657,2,0.78003120124805,0,0
700,hail,MA,857,0.52195,0.05,0.00060904317386231,5.8343057176196e-05,0,0,0,0
701,hail,MD,849,1.12,0.57,0.00131919905771496,0.000671378091872792,11,12.9564193168433,0,0
702,hail,ME,639,0,0.13,0,0.000203442879499218,0,0,0,0
703,hail,MI,3281,300.4138,8.574,0.0915616580310881,0.00261322767448948,20,6.09570252971655,0,0
704,hail,MN,7904,917.4635,80.6433,0.116075847672065,0.010202846659919,26,3.28947368421053,0,0
705,hail,MO,10543,1114.39807,1.658,0.1057002817035,0.000157260741724367,6,0.569097979702172,0,0
706,hail,MS,4582,83.46259,10.596,0.0182153186381493,0.00231252728066347,17,3.71017023134003,0,0
707,hail,MT,4555,91.4959,32.96,0.0200869154774973,0.00723600439077936,7,1.53677277716795,0,0
708,hail,NC,5655,34.02725,32.9955,0.00601719717064545,0.00583474801061008,0,0,0,0
709,hail,ND,5064,426.3306,175.355,0.0841885071090047,0.0346277646129542,15,2.96208530805687,0,0
710,hail,NE,12393,884.865,587.31865,0.07140038731542,0.0473911603324457,63,5.08351488743646,0,0
711,hail,NH,504,0.009,0,1.78571428571429e-05,0,0,0,0,0
712,hail,NJ,515,0.446,17.112,0.000866019417475728,0.0332271844660194,0,0,0,0
713,hail,NM,2194,115.46785,2.044,0.0526289197812215,0.000931631722880583,0,0,1,0.455788514129444
714,hail,NV,132,0.135,0.1,0.00102272727272727,0.000757575757575758,3,22.7272727272727,1,7.57575757575758
715,hail,NY,2886,10.05525,82.411,0.00348414760914761,0.0285554400554401,82,28.4130284130284,0,0
716,hail,OH,4582,700.4578,3.285,0.152871628109996,0.000716935835879528,9,1.96420776953296,0,0
717,hail,OK,13027,155.35995,1.274,0.0119259960082905,9.77968833960236e-05,39,2.99378214477623,0,0
718,hail,OR,546,35.7517,6.928,0.065479304029304,0.0126886446886447,13,23.8095238095238,0,0
719,hail,PA,2549,5.0846,2.98,0.0019947430364849,0.00116908591604551,0,0,0,0
720,hail,PR,62,0.0765,0.002,0.00123387096774194,3.2258064516129e-05,2,32.258064516129,0,0
721,hail,RI,79,0.02,0,0.000253164556962025,0,0,0,0,0
722,hail,SC,3864,48.8245,3.279,0.0126357401656315,0.00084860248447205,15,3.88198757763975,1,0.25879917184265
723,hail,SD,8408,82.42075,57.65,0.00980265818268316,0.00685656517602284,37,4.40057088487155,0,0
724,hail,TN,4003,11.88415,0.838,0.00296881089183113,0.000209342992755433,11,2.74793904571571,0,0
725,hail,TX,22212,2246.1024,442.949,0.10112112371691,0.0199418782640014,123,5.537547271745,2,0.0900414190527643
726,hail,UT,242,0.895,0.2168,0.00369834710743802,0.000895867768595041,3,12.396694214876,1,4.13223140495868
727,hail,VA,3660,62.0955,1.889,0.0169659836065574,0.000516120218579235,2,0.546448087431694,0,0
728,hail,VI,4,0.015,0,0.00375,0,0,0,0,0
729,hail,VT,480,0.402,0.26,0.0008375,0.000541666666666667,0,0,0,0
730,hail,WA,260,0.9245,146.771,0.00355576923076923,0.564503846153846,16,61.5384615384615,0,0
731,hail,WI,4323,960.76915,56.07635,0.222245928753181,0.0129716284987277,41,9.48415452232246,0,0
732,hail,WV,1626,24.052,0.091,0.0147921279212792,5.59655596555966e-05,0,0,0,0
733,hail,WY,1881,111.1097,1.8812,0.0590694843168527,0.00100010632642212,8,4.25305688463583,0,0
734,heat,AL,30,0,0.1,0,0.00333333333333333,50,1666.66666666667,4,133.333333333333
735,heat,AR,34,0,0,0,0,6,176.470588235294,8,235.294117647059
736,heat,AZ,8,0,0,0,0,0,0,3,375
737,heat,CA,59,0.01,0,0.000169491525423729,0,5,84.7457627118644,8,135.593220338983
738,heat,CT,8,0,0,0,0,0,0,0,0
739,heat,DC,9,0,0,0,0,0,0,2,222.222222222222
740,heat,DE,2,0,0,0,0,0,0,0,0
741,heat,FL,25,0,0,0,0,1,40,8,320
742,heat,GA,7,0,0,0,0,0,0,4,571.428571428571
743,heat,IA,15,0,0,0,0,0,0,0,0
744,heat,IL,51,0,0,0,0,9,176.470588235294,27,529.411764705882
745,heat,IN,22,0,0,0,0,0,0,0,0
746,heat,KS,22,0,0,0,0,3,136.363636363636,5,227.272727272727
747,heat,KY,43,0,0,0,0,9,209.302325581395,2,46.5116279069767
748,heat,LA,5,0,0,0,0,0,0,2,400
749,heat,MA,15,0,0,0,0,0,0,0,0
750,heat,MD,27,0,0,0,0,84,3111.11111111111,12,444.444444444444
751,heat,MI,5,0,0,0,0,315,63000,1,200
752,heat,MN,4,0,0,0,0,0,0,0,0
753,heat,MO,51,0,0,0,0,14,274.509803921569,5,98.0392156862745
754,heat,MS,17,0,0.0765,0,0.0045,0,0,0,0
755,heat,MT,2,0,0,0,0,0,0,0,0
756,heat,NC,8,0,0,0,0,1,125,8,1000
757,heat,NE,24,1.5,0,0.0625,0,0,0,0,0
758,heat,NH,2,0,0,0,0,0,0,0,0
759,heat,NJ,4,0,0,0,0,4,1000,0,0
760,heat,NM,1,0,0,0,0,0,0,1,1000
761,heat,NV,38,0,0,0,0,0,0,49,1289.47368421053
762,heat,NY,9,0,0,0,0,0,0,0,0
763,heat,OH,3,0,0,0,0,0,0,0,0
764,heat,OK,10,0.01,0,0.001,0,101,10100,24,2400
765,heat,OR,4,0,0,0,0,0,0,0,0
766,heat,PA,23,0,0,0,0,4,173.913043478261,16,695.652173913043
767,heat,RI,7,0,0,0,0,0,0,2,285.714285714286
768,heat,SC,3,0,0,0,0,0,0,1,333.333333333333
